Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District
09/13/2016 06:30:00 PM,0000X W 69TH ST,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,CTA STATION,true,false,7
08/01/2016 08:32:00 PM,042XX W ARMITAGE AVE,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,true,false,25
08/03/2016 03:30:00 AM,004XX E 133RD ST,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,SIDEWALK,false,false,5
10/14/2016 10:20:00 PM,121XX S LAFLIN ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,5
03/23/2016 11:30:00 AM,110XX S STATE ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,5
01/10/2016 03:00:00 AM,006XX N CLARK ST,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,18
04/23/2016 12:54:00 AM,009XX W 98TH ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,false,false,22
04/07/2016 10:30:00 PM,102XX S ABERDEEN ST,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,22
01/21/2016 08:05:00 PM,026XX N HALSTED ST,THEFT,OVER $500,STREET,false,false,19
06/15/2016 07:00:00 PM,129XX S UNION AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,5
03/30/2016 02:50:00 AM,075XX S COLES AVE,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,false,4
08/01/2016 10:15:00 AM,001XX N PARKSIDE AVE,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,true,15
01/23/2017 10:30:00 AM,035XX W FULLERTON AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,14
08/06/2016 12:01:00 AM,091XX S STONY ISLAND AVE,THEFT,$500 AND UNDER,STREET,false,false,4
01/06/2016 07:30:00 PM,001XX N LEAVITT ST,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,false,false,12
12/02/2016 06:00:00 PM,004XX W DIVISION ST,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,18
07/03/2016 06:15:00 AM,004XX W BELMONT AVE,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,false,false,19
08/02/2016 05:15:00 PM,0000X S KEDZIE AVE,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,true,false,11
06/02/2016 02:00:00 PM,047XX N CUMBERLAND AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,16
11/26/2016 01:45:00 PM,029XX N LEAVITT ST,BATTERY,SIMPLE,RESIDENCE,false,false,19
09/23/2016 12:00:00 PM,027XX N LAWNDALE AVE,ASSAULT,SIMPLE,RESIDENCE,false,false,25
08/24/2016 08:23:00 AM,004XX N LEAMINGTON AVE,THEFT,OVER $500,ALLEY,false,false,15
06/26/2016 07:00:00 PM,058XX S MARSHFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,7
02/23/2016 01:45:00 PM,001XX W 114TH ST,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,true,5
05/22/2016 04:00:00 AM,010XX S KEDZIE AVE,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,11
08/18/2016 10:04:00 AM,058XX W SUPERIOR ST,ASSAULT,SIMPLE,SIDEWALK,false,false,15
01/16/2016 05:50:00 AM,069XX S SANGAMON ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,true,false,7
08/24/2016 02:45:00 PM,006XX W MARQUETTE RD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,7
05/31/2016 01:30:00 AM,066XX S YALE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,7
01/20/2017 11:38:00 AM,041XX W WILCOX ST,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,11
02/14/2017 09:40:00 AM,034XX W 37TH PL,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,9
01/15/2017 03:45:00 AM,058XX S FRANCISCO AVE,BATTERY,SIMPLE,STREET,true,false,8
05/04/2016 09:00:00 AM,026XX S TRIPP AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,10
01/27/2016 06:37:00 AM,045XX W MARQUETTE RD,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,8
07/09/2016 03:30:00 PM,009XX N ELSTON AVE,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,12
01/30/2016 12:00:00 PM,063XX N PAULINA ST,ASSAULT,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,24
09/14/2016 10:10:00 PM,043XX W 21ST ST,THEFT,OVER $500,CTA TRAIN,false,false,10
08/01/2016 12:00:00 AM,060XX S WABASH AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,3
02/04/2017 11:30:00 AM,025XX E 78TH ST,THEFT,OVER $500,APARTMENT,false,true,4
02/13/2017 10:00:00 PM,064XX S EBERHART AVE,THEFT,FROM BUILDING,RESIDENCE,false,false,3
07/10/2016 01:00:00 AM,020XX N MILWAUKEE AVE,BATTERY,SIMPLE,STREET,false,false,14
03/22/2016 05:47:00 AM,079XX S KIMBARK AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,4
11/27/2016 12:40:00 AM,002XX W 103RD ST,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,5
01/17/2017 12:35:00 PM,014XX W 50TH ST,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,9
11/21/2016 12:40:00 PM,002XX N LA SALLE ST,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,1
02/10/2017 07:00:00 PM,056XX S SAWYER AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,8
03/22/2016 09:10:00 PM,018XX S DRAKE AVE,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,true,false,10
08/02/2016 09:42:00 AM,006XX N AVERS AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,11
03/02/2016 09:00:00 PM,124XX S NORMAL AVE,THEFT,$500 AND UNDER,STREET,false,false,5
01/14/2016 08:33:00 PM,057XX N ST LOUIS AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,17
01/02/2016 07:39:00 PM,020XX W 63RD ST,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,false,false,7
02/17/2017 05:58:00 PM,074XX S KINGSTON AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,3
08/19/2016 07:58:00 PM,033XX W MADISON ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,11
03/19/2016 05:30:00 PM,056XX W LAKE ST,THEFT,$500 AND UNDER,STREET,false,true,15
08/24/2016 08:09:00 AM,0000X E 107TH ST,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,false,false,5
03/06/2016 02:25:00 PM,005XX S MAPLEWOOD AVE,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,11
02/14/2016 05:00:00 AM,006XX E 41ST ST,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,2
10/03/2016 09:15:00 AM,0000X E ROOSEVELT RD,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA GARAGE / OTHER PROPERTY,true,false,1
08/21/2016 03:00:00 AM,023XX W CHICAGO AVE,BATTERY,SIMPLE,STREET,false,false,12
07/21/2016 03:45:00 PM,060XX N GLENWOOD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,24
07/20/2016 07:22:00 PM,009XX W WILSON AVE,BATTERY,SIMPLE,SIDEWALK,false,false,19
08/30/2016 03:00:00 PM,030XX N BROADWAY,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,false,false,19
10/26/2016 12:30:00 PM,001XX E CHICAGO AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,false,false,18
01/20/2017 05:14:00 PM,064XX S LOWE AVE,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,true,false,7
05/04/2016 04:10:00 PM,024XX S DRAKE AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,false,false,10
02/09/2016 05:46:00 PM,034XX S HERMITAGE AVE,STALKING,CYBERSTALKING,STREET,false,true,9
02/21/2016 11:30:00 PM,020XX W 22ND PL,BATTERY,SIMPLE,APARTMENT,false,false,10
12/10/2016 10:30:00 AM,026XX W DEVON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,24
05/19/2016 11:56:00 AM,013XX N PULASKI RD,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,25
10/16/2016 09:20:00 AM,011XX N CLARK ST,CRIMINAL TRESPASS,TO LAND,STREET,false,false,18
06/03/2016 09:00:00 PM,066XX S KIMBARK AVE,THEFT,OVER $500,STREET,false,false,3
12/13/2016 03:12:00 PM,038XX W FILLMORE ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,11
03/18/2016 02:30:00 PM,057XX N NORTHWEST HWY,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,true,false,16
01/26/2016 03:40:00 PM,003XX S MAPLEWOOD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,11
02/02/2017 09:30:00 AM,004XX E 48TH PL,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2
09/16/2016 03:30:00 PM,015XX N SHEFFIELD AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,18
06/13/2016 07:15:00 PM,009XX E 76TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,6
05/29/2016 04:45:00 AM,015XX W JARVIS AVE,THEFT,$500 AND UNDER,CTA TRAIN,false,false,24
04/16/2016 10:00:00 AM,013XX N MILWAUKEE AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,14
09/18/2016 04:30:00 PM,064XX S MAPLEWOOD AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,8
06/30/2016 01:00:00 AM,054XX W 64TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,true,true,8
02/09/2017 02:00:00 PM,002XX E ERIE ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOSPITAL BUILDING/GROUNDS,false,false,18
08/20/2016 07:30:00 AM,057XX S MICHIGAN AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2
05/06/2016 04:30:00 PM,0000X N LONG AVE,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,15
07/31/2016 05:00:00 PM,003XX N LOTUS AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,15
09/04/2016 12:00:00 PM,110XX S ASHLAND AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,22
07/06/2016 12:00:00 PM,005XX W VAN BUREN ST,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,FEDERAL BUILDING,false,false,1
02/09/2017 12:00:00 PM,008XX S STATE ST,THEFT,$500 AND UNDER,OTHER,false,false,1
06/25/2016 03:12:00 AM,032XX W CHICAGO AVE,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,11
06/18/2016 04:00:00 AM,001XX N WELLS ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,1
05/09/2016 03:35:00 PM,063XX S MARSHFIELD AVE,THEFT,$500 AND UNDER,SIDEWALK,false,false,7
07/01/2016 06:20:00 PM,013XX E 61ST ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,3
09/03/2016 12:30:00 PM,059XX S LA SALLE ST,ASSAULT,SIMPLE,APARTMENT,true,true,2
01/09/2016 03:30:00 PM,018XX W CHICAGO AVE,THEFT,$500 AND UNDER,CONSTRUCTION SITE,false,false,12
12/23/2016 09:00:00 PM,017XX N KOSTNER AVE,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,25
08/22/2016 06:57:00 AM,058XX W ROOSEVELT RD,ARSON,AGGRAVATED,BARBERSHOP,true,false,15
02/11/2016 08:00:00 AM,079XX S ESSEX AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,4
07/30/2016 03:31:00 PM,037XX S PRINCETON AVE,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA APARTMENT,true,false,9
10/22/2016 02:30:00 AM,020XX N MILWAUKEE AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,14
10/20/2016 11:40:00 AM,030XX W MARQUETTE RD,BATTERY,SIMPLE,STREET,false,false,8
12/13/2016 10:30:00 AM,037XX W HARRISON ST,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,11
06/14/2016 12:01:00 AM,123XX S STATE ST,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE PORCH/HALLWAY,false,true,5
10/19/2016 11:30:00 PM,044XX S PRAIRIE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,2
01/05/2017 07:00:00 PM,063XX W DIVERSEY AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,25
12/15/2016 02:00:00 PM,047XX W VAN BUREN ST,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,11
07/11/2016 01:00:00 PM,012XX W 33RD ST,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,false,false,9
06/24/2016 05:16:00 PM,076XX S CICERO AVE,OTHER OFFENSE,TELEPHONE THREAT,SMALL RETAIL STORE,false,false,8
08/08/2016 05:00:00 PM,034XX N RIDGEWAY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,17
04/11/2016 10:00:00 AM,046XX S WESTERN AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,9
08/29/2016 06:00:00 PM,024XX S DAMEN AVE,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,10
01/26/2016 11:00:00 AM,021XX W EVERGREEN AVE,THEFT,OVER $500,STREET,false,false,14
04/27/2016 03:30:00 AM,001XX W 105TH ST,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,STREET,true,false,5
01/02/2017 05:30:00 PM,066XX S BISHOP ST,ASSAULT,SIMPLE,RESIDENCE,true,false,7
02/07/2017 12:42:00 PM,029XX N LINCOLN AVE,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,true,true,19
04/30/2016 07:40:00 PM,018XX W 74TH ST,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,false,false,7
05/31/2016 04:15:00 PM,043XX W FORD CITY DR,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,true,false,8
04/05/2016 12:01:00 AM,018XX S RIDGEWAY AVE,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,10
06/20/2016 02:18:00 AM,073XX S UNIVERSITY AVE,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,3
10/02/2016 04:47:00 AM,011XX N STATE ST,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,true,false,18
05/09/2016 02:50:00 PM,046XX W WEST END AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,11
12/25/2016 07:30:00 AM,086XX S DORCHESTER AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,4
07/25/2016 06:25:00 PM,017XX N KOSTNER AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,25
04/30/2016 08:45:00 AM,045XX S LAKE PARK AVE,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,false,false,2
06/04/2016 12:30:00 AM,006XX N AVERS AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,11
02/19/2016 03:35:00 PM,007XX W OHARE ST,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,AIRPORT/AIRCRAFT,false,false,16
05/07/2016 04:00:00 PM,043XX S PULASKI RD,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,8
02/05/2016 08:00:00 AM,016XX W 78TH ST,THEFT,OVER $500,RESIDENCE,false,false,6
07/22/2016 07:30:00 PM,007XX S DEARBORN ST,THEFT,FROM BUILDING,RESTAURANT,false,false,1
07/15/2016 06:29:00 PM,011XX W 57TH ST,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,true,false,7
07/16/2016 02:30:00 PM,012XX N LOCKWOOD AVE,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,true,false,25
09/02/2016 02:00:00 PM,035XX W NORTH AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,14
10/07/2016 07:20:00 PM,023XX W LOGAN BLVD,THEFT,FROM BUILDING,PARKING LOT/GARAGE(NON.RESID.),false,false,14
02/11/2016 09:38:00 PM,074XX S STONY ISLAND AVE,BATTERY,SIMPLE,GAS STATION,false,false,3
09/07/2016 05:30:00 PM,029XX W ADDISON ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,17
11/09/2016 11:30:00 PM,006XX E 45TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2
10/15/2016 05:00:00 PM,004XX E SOUTH WATER ST,THEFT,FROM BUILDING,RESIDENCE-GARAGE,false,false,1
04/05/2016 06:00:00 AM,075XX N PAULINA ST,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,false,false,24
03/06/2016 09:30:00 AM,036XX S PRAIRIE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2
11/09/2016 06:25:00 PM,008XX N MICHIGAN AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,18
11/25/2016 11:10:00 PM,064XX S PEORIA ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,7
09/26/2016 04:07:00 PM,056XX S HALSTED ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,7
03/26/2016 12:00:00 AM,017XX N LECLAIRE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,25
12/07/2016 09:00:00 PM,035XX N KIMBALL AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,17
07/31/2016 11:20:00 PM,033XX W EVERGREEN AVE,ASSAULT,SIMPLE,SIDEWALK,true,true,14
10/14/2016 05:01:00 PM,074XX S STEWART AVE,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,7
08/06/2016 10:00:00 AM,092XX S ASHLAND AVE,THEFT,$500 AND UNDER,STREET,false,false,22
04/04/2016 06:00:00 PM,002XX W NORTH AVE,THEFT,OVER $500,STREET,false,false,18
10/08/2016 09:25:00 PM,007XX N SPRINGFIELD AVE,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,11
10/29/2016 03:09:00 AM,064XX S PEORIA ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,7
05/11/2016 02:05:00 PM,071XX W GRAND AVE,THEFT,RETAIL THEFT,APPLIANCE STORE,false,false,25
12/19/2016 05:15:00 PM,022XX N ELSTON AVE,THEFT,$500 AND UNDER,OTHER,true,false,14
03/19/2016 06:35:00 PM,062XX S ASHLAND AVE,NARCOTICS,MANU/DELIVER:BARBITUATES,SIDEWALK,true,false,7
11/29/2016 03:24:00 PM,048XX S ADA ST,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,9
11/25/2016 12:44:00 AM,035XX W HARRISON ST,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,11
10/25/2016 02:00:00 PM,034XX W WILSON AVE,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,17
01/05/2017 11:39:00 AM,077XX S ADA ST,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,6
07/22/2016 05:00:00 PM,045XX S FORRESTVILLE AVE,THEFT,$500 AND UNDER,STREET,false,false,2
10/09/2016 11:00:00 AM,025XX S WHIPPLE ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,10
06/28/2016 03:00:00 PM,078XX S HAMILTON AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,6
10/19/2016 04:00:00 PM,014XX N DAMEN AVE,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARK PROPERTY,false,false,14
11/24/2016 05:45:00 AM,031XX N HOYNE AVE,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,19
12/17/2016 01:51:00 AM,0000X E 100TH ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,5
03/20/2016 08:40:00 PM,042XX W CERMAK RD,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,10
06/23/2016 03:00:00 PM,022XX S KEDZIE AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"SCHOOL, PUBLIC, BUILDING",false,false,10
06/29/2016 10:32:00 PM,053XX W DEMING PL,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,25
07/21/2016 11:56:00 AM,003XX N CICERO AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,11
06/13/2016 08:20:00 PM,050XX W CHICAGO AVE,BATTERY,SIMPLE,ALLEY,false,false,15
12/30/2016 05:28:00 PM,092XX S STONY ISLAND AVE,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",OTHER,false,false,4
05/19/2016 03:07:00 PM,079XX S ASHLAND AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,6
09/15/2016 08:30:00 PM,077XX S EMERALD AVE,THEFT,$500 AND UNDER,RESIDENCE,false,false,6
04/16/2016 10:00:00 AM,026XX W IOWA ST,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,12
07/02/2016 09:00:00 AM,044XX W IOWA ST,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,11
04/17/2016 01:55:00 PM,107XX S HALE AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,22
06/27/2016 09:30:00 AM,0000X S KEDZIE AVE,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,11
12/12/2016 10:30:00 PM,008XX N LEAVITT ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,12
11/19/2016 02:00:00 PM,052XX W NELSON ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,25
01/11/2017 01:55:00 PM,052XX W CHICAGO AVE,BATTERY,SIMPLE,STREET,false,false,15
12/15/2016 01:00:00 PM,018XX N MAYFIELD AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,25
11/26/2016 11:00:00 PM,047XX S LAKE PARK AVE,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESTAURANT,false,false,2
05/25/2016 06:30:00 PM,007XX W GRAND AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,12
08/06/2016 05:47:00 PM,028XX S CHRISTIANA AVE,ASSAULT,SIMPLE,APARTMENT,false,true,10
06/12/2016 11:45:00 PM,020XX S KARLOV AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,10
11/13/2016 02:00:00 AM,031XX W POLK ST,THEFT,$500 AND UNDER,RESIDENCE,false,false,11
10/07/2016 05:45:00 PM,049XX W BLOOMINGDALE AVE,THEFT,$500 AND UNDER,RESIDENCE,false,false,25
09/30/2016 10:30:00 AM,109XX S CALIFORNIA AVE,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,22
03/30/2016 04:38:00 PM,086XX S COTTAGE GROVE AVE,THEFT,OVER $500,CTA BUS,false,false,6
09/01/2016 11:00:00 AM,011XX N WINCHESTER AVE,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,false,false,12
07/23/2016 12:00:00 AM,045XX S DREXEL BLVD,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,2
02/28/2017 08:32:00 AM,030XX N BROADWAY,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,19
01/07/2016 05:08:00 PM,051XX S ROCKWELL ST,THEFT,OVER $500,STREET,false,false,9
01/25/2016 06:10:00 PM,0000X W 79TH ST,THEFT,$500 AND UNDER,CTA TRAIN,false,false,6
07/16/2016 03:00:00 PM,002XX W 83RD ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,ATM (AUTOMATIC TELLER MACHINE),false,false,6
07/29/2016 03:45:00 PM,0000X E JACKSON BLVD,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PRIVATE, BUILDING",true,false,1
01/09/2017 10:45:00 PM,009XX W FLETCHER ST,ROBBERY,ARMED: HANDGUN,SIDEWALK,true,false,19
03/14/2016 02:30:00 PM,007XX N MONTICELLO AVE,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,STREET,false,false,11
06/10/2016 03:00:00 PM,051XX N WINTHROP AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"SCHOOL, PUBLIC, BUILDING",false,false,20
08/06/2016 10:15:00 PM,021XX N DOMINICK ST,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,18
12/23/2016 10:00:00 AM,064XX S UNIVERSITY AVE,NARCOTICS,DEL CONT SUBS TO PERSON <18,"SCHOOL, PUBLIC, BUILDING",true,false,3
02/27/2016 10:30:00 AM,021XX N LOREL AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,25
02/12/2017 08:56:00 PM,054XX W HIRSCH ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,25
04/10/2016 08:40:00 PM,004XX S HAMLIN BLVD,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,11
06/17/2016 08:00:00 AM,020XX W ST PAUL AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,14
11/01/2016 08:34:00 PM,050XX S TALMAN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,9
02/21/2017 10:05:00 PM,007XX E 49TH ST,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2
01/07/2017 10:30:00 PM,076XX S PEORIA ST,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,6
03/12/2016 10:32:00 PM,033XX W HARRISON ST,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,true,false,11
11/23/2016 01:00:00 PM,050XX S DREXEL BLVD,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2
01/01/2016 06:35:00 PM,068XX S DANTE AVE,ASSAULT,SIMPLE,APARTMENT,true,false,3
06/25/2016 12:00:00 PM,014XX E 71ST PL,THEFT,$500 AND UNDER,RESIDENCE,false,false,3
10/16/2016 03:20:00 AM,015XX N KILDARE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,25
